termmeetingtime,kind,date,HTML4,HTML5,HTML6,HTML7,HTML8,HTML9,HTML10,HTML11,HTML12,HTML13,term,period,temp_meeting_no,meetingno,testformalmeetingname
第08屆 第06會期 第05次會議,常會,103/10/14,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/06/05/LCEWC03_080605.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/06/05/LCEWC03_080605.htm,,,,,,,,,8,6,,5,立法院第8屆第6會期第5次
第08屆 第06會期 第04次會議,常會,"103/10/03, 103/10/07",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/06/04/LCEWC03_080604.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/06/04/LCEWC03_080604.htm,,,,,,,,,8,6,,4,立法院第8屆第6會期第4次
第08屆 第06會期 第03次會議,常會,"103/09/26, 103/09/29, 103/09/30",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/06/03/LCEWC03_080603.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/06/03/LCEWC03_080603.htm,,,,,,,,,8,6,,3,立法院第8屆第6會期第3次
第08屆 第06會期 第02次會議,常會,"103/09/19, 103/09/23",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/06/02/LCEWC03_080602.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/06/02/LCEWC03_080602.htm,,,,,,,,,8,6,,2,立法院第8屆第6會期第2次
第08屆 第06會期 第01次會議,常會,"103/09/12, 103/09/16",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/06/01/LCEWC03_080601.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/06/01/LCEWC03_080601.htm,,,,,,,,,8,6,,1,立法院第8屆第6會期第1次
第08屆 第05會期 第02次臨時會 第03次會議,臨時會,103/08/08,,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/02/03/LCEWC03_08050203.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/08/05/02/LCEWC03_080502.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/02/LCEWC03_080502.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/02/03/LCEWC03_080503.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/02/03/LCEWC03_08050203.htm,,,,8,5,2,3,立法院第8屆第5會期第3次
第08屆 第05會期 第02次臨時會 第02次會議,臨時會,"103/08/01, 103/08/05",,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/02/02/LCEWC03_08050202.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/08/05/02/LCEWC03_080502.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/02/LCEWC03_080502.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/02/02/LCEWC03_080502.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/02/02/LCEWC03_08050202.htm,,,,8,5,2,2,立法院第8屆第5會期第2次
第08屆 第05會期 第02次臨時會 第01次會議,臨時會,103/07/29,,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/02/01/LCEWC03_08050201.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/08/05/02/LCEWC03_080502.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/02/LCEWC03_080502.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/02/01/LCEWC03_080501.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/02/01/LCEWC03_08050201.htm,,,,8,5,2,1,立法院第8屆第5會期第1次
第08屆 第05會期 第02次會議,談話會,103/07/28,,,,,,,,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/04/08/05/02/LCEWC03_080502.htm,,,8,5,,2,立法院第8屆第5會期第2次
第08屆 第05會期 第01次臨時會 第05次會議,臨時會,103/07/04,,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/01/05/LCEWC03_08050105.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/08/05/01/LCEWC03_080501.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/01/LCEWC03_080501.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/01/05/LCEWC03_080505.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/01/05/LCEWC03_08050105.htm,,,,8,5,1,5,立法院第8屆第5會期第5次
第08屆 第05會期 第01次臨時會 第02次全院委員會 ,臨時會(全院委員會),"103/07/01, 103/07/02, 103/07/03",,,,,,,,,,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/05/08/05/01/02/LCEWC03_08050102.htm,8,5,,1,立法院第8屆第5會期第1次
第08屆 第05會期 第01次臨時會 第04次會議,臨時會,103/06/27,,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/01/04/LCEWC03_08050104.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/08/05/01/LCEWC03_080501.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/01/LCEWC03_080501.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/01/04/LCEWC03_080504.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/01/04/LCEWC03_08050104.htm,,,,8,5,1,4,立法院第8屆第5會期第4次
第08屆 第05會期 第01次臨時會 第03次會議,臨時會,103/06/24,,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/01/03/LCEWC03_08050103.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/08/05/01/LCEWC03_080501.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/01/LCEWC03_080501.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/01/03/LCEWC03_080503.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/01/03/LCEWC03_08050103.htm,,,,8,5,1,3,立法院第8屆第5會期第3次
第08屆 第05會期 第01次臨時會 第02次會議,臨時會,103/06/20,,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/01/02/LCEWC03_08050102.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/08/05/01/LCEWC03_080501.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/01/LCEWC03_080501.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/01/02/LCEWC03_080502.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/01/02/LCEWC03_08050102.htm,,,,8,5,1,2,立法院第8屆第5會期第2次
第08屆 第05會期 第01次臨時會 第01次全院委員會 ,臨時會(全院委員會),"103/06/17, 103/06/18, 103/06/19",,,,,,,,,,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/05/08/05/01/01/LCEWC03_08050101.htm,8,5,,1,立法院第8屆第5會期第1次
第08屆 第05會期 第01次臨時會 第01次會議,臨時會,103/06/13,,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/01/01/LCEWC03_08050101.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/08/05/01/LCEWC03_080501.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/01/LCEWC03_080501.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/01/01/LCEWC03_080501.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/05/01/01/LCEWC03_08050101.htm,,,,8,5,1,1,立法院第8屆第5會期第1次
第08屆 第05會期 第01次會議,談話會,103/06/13,,,,,,,,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/04/08/05/01/LCEWC03_080501.htm,,,8,5,,1,立法院第8屆第5會期第1次
第08屆 第05會期 第12次會議,常會,103/05/30,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/05/12/LCEWC03_080512.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/05/12/LCEWC03_080512.htm,,,,,,,,,8,5,,12,立法院第8屆第5會期第12次
第08屆 第05會期 第11次會議,常會,"103/05/23, 103/05/27",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/05/11/LCEWC03_080511.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/05/11/LCEWC03_080511.htm,,,,,,,,,8,5,,11,立法院第8屆第5會期第11次
第08屆 第07會期 第01次會議,談話會,104/08/04,,,,,,,,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/04/08/07/01/LCEWC03_080701.htm,,,8,7,,1,立法院第8屆第7會期第1次
第08屆 第07會期 第16次會議,常會,"104/06/12, 104/06/15, 104/06/16",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/07/16/LCEWC03_080716.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/07/16/LCEWC03_080716.htm,,,,,,,,,8,7,,16,立法院第8屆第7會期第16次
第08屆 第07會期 第15次會議,常會,"104/06/05, 104/06/09",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/07/15/LCEWC03_080715.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/07/15/LCEWC03_080715.htm,,,,,,,,,8,7,,15,立法院第8屆第7會期第15次
第08屆 第07會期 第14次會議,常會,"104/05/29, 104/06/02",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/07/14/LCEWC03_080714.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/07/14/LCEWC03_080714.htm,,,,,,,,,8,7,,14,立法院第8屆第7會期第14次
第08屆 第07會期 第13次會議,常會,"104/05/22, 104/05/26",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/07/13/LCEWC03_080713.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/07/13/LCEWC03_080713.htm,,,,,,,,,8,7,,13,立法院第8屆第7會期第13次
第08屆 第07會期 第12次會議,常會,"104/05/15, 104/05/19",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/07/12/LCEWC03_080712.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/07/12/LCEWC03_080712.htm,,,,,,,,,8,7,,12,立法院第8屆第7會期第12次
第08屆 第07會期 第11次會議,常會,"104/05/08, 104/05/12",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/07/11/LCEWC03_080711.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/07/11/LCEWC03_080711.htm,,,,,,,,,8,7,,11,立法院第8屆第7會期第11次
第08屆 第07會期 第10次會議,常會,"104/05/01, 104/05/05",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/07/10/LCEWC03_080710.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/07/10/LCEWC03_080710.htm,,,,,,,,,8,7,,10,立法院第8屆第7會期第10次
第08屆 第07會期 第09次會議,常會,"104/04/24, 104/04/28",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/07/09/LCEWC03_080709.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/07/09/LCEWC03_080709.htm,,,,,,,,,8,7,,9,立法院第8屆第7會期第9次
第08屆 第07會期 第08次會議,常會,"104/04/17, 104/04/21",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/07/08/LCEWC03_080708.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/07/08/LCEWC03_080708.htm,,,,,,,,,8,7,,8,立法院第8屆第7會期第8次
第08屆 第07會期 第07次會議,常會,"104/04/10, 104/04/14",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/07/07/LCEWC03_080707.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/07/07/LCEWC03_080707.htm,,,,,,,,,8,7,,7,立法院第8屆第7會期第7次
第08屆 第07會期 第06次會議,常會,"104/03/27, 104/03/31, 104/04/07",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/07/06/LCEWC03_080706.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/07/06/LCEWC03_080706.htm,,,,,,,,,8,7,,6,立法院第8屆第7會期第6次
第08屆 第07會期 第05次會議,常會,"104/03/20, 104/03/24",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/07/05/LCEWC03_080705.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/07/05/LCEWC03_080705.htm,,,,,,,,,8,7,,5,立法院第8屆第7會期第5次
第08屆 第07會期 第04次會議,常會,"104/03/13, 104/03/17",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/07/04/LCEWC03_080704.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/07/04/LCEWC03_080704.htm,,,,,,,,,8,7,,4,立法院第8屆第7會期第4次
第08屆 第07會期 第03次會議,常會,"104/03/06, 104/03/10",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/07/03/LCEWC03_080703.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/07/03/LCEWC03_080703.htm,,,,,,,,,8,7,,3,立法院第8屆第7會期第3次
第08屆 第07會期 第02次會議,常會,104/03/03,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/07/02/LCEWC03_080702.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/07/02/LCEWC03_080702.htm,,,,,,,,,8,7,,2,立法院第8屆第7會期第2次
第08屆 第07會期 第01次會議,常會,104/02/24,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/07/01/LCEWC03_080701.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/07/01/LCEWC03_080701.htm,,,,,,,,,8,7,,1,立法院第8屆第7會期第1次
第08屆 第06會期 第19次會議,常會,"104/01/22, 104/01/23",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/06/19/LCEWC03_080619.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/06/19/LCEWC03_080619.htm,,,,,,,,,8,6,,19,立法院第8屆第6會期第19次
第08屆 第06會期 第18次會議,常會,"104/01/16, 104/01/20",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/06/18/LCEWC03_080618.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/06/18/LCEWC03_080618.htm,,,,,,,,,8,6,,18,立法院第8屆第6會期第18次
第08屆 第06會期 第17次會議,常會,"104/01/09, 104/01/13",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/06/17/LCEWC03_080617.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/06/17/LCEWC03_080617.htm,,,,,,,,,8,6,,17,立法院第8屆第6會期第17次
第08屆 第06會期 第16次會議,常會,104/01/06,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/06/16/LCEWC03_080616.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/06/16/LCEWC03_080616.htm,,,,,,,,,8,6,,16,立法院第8屆第6會期第16次
第08屆 第06會期 第15次會議,常會,"103/12/26, 103/12/30",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/06/15/LCEWC03_080615.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/06/15/LCEWC03_080615.htm,,,,,,,,,8,6,,15,立法院第8屆第6會期第15次
第08屆 第06會期 第14次會議,常會,"103/12/19, 103/12/23",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/06/14/LCEWC03_080614.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/06/14/LCEWC03_080614.htm,,,,,,,,,8,6,,14,立法院第8屆第6會期第14次
第08屆 第06會期 第13次會議,常會,"103/12/12, 103/12/15, 103/12/16",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/06/13/LCEWC03_080613.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/06/13/LCEWC03_080613.htm,,,,,,,,,8,6,,13,立法院第8屆第6會期第13次
第08屆 第06會期 第12次會議,常會,"103/12/05, 103/12/09",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/06/12/LCEWC03_080612.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/06/12/LCEWC03_080612.htm,,,,,,,,,8,6,,12,立法院第8屆第6會期第12次
第09屆 第01會期 第11次會議,常會,"105/04/29, 105/05/03",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/01/11/LCEWC03_090111.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/01/11/LCEWC03_090111.htm,,,,,,,,,9,1,,11,立法院第9屆第1會期第11次
第09屆 第01會期 第10次會議,常會,"105/04/22, 105/04/26",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/01/10/LCEWC03_090110.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/01/10/LCEWC03_090110.htm,,,,,,,,,9,1,,10,立法院第9屆第1會期第10次
第09屆 第01會期 第09次會議,常會,"105/04/15, 105/04/19",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/01/09/LCEWC03_090109.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/01/09/LCEWC03_090109.htm,,,,,,,,,9,1,,9,立法院第9屆第1會期第9次
第09屆 第01會期 第08次會議,常會,"105/04/08, 105/04/12",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/01/08/LCEWC03_090108.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/01/08/LCEWC03_090108.htm,,,,,,,,,9,1,,8,立法院第9屆第1會期第8次
第09屆 第01會期 第07次會議,常會,105/04/01,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/01/07/LCEWC03_090107.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/01/07/LCEWC03_090107.htm,,,,,,,,,9,1,,7,立法院第9屆第1會期第7次
第09屆 第01會期 第06次會議* ,常會,"105/03/25, 105/03/29",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/01/06/LCEWC03_090106.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/01/06/LCEWC03_090106.htm,,,,,,,,,9,1,,6,立法院第9屆第1會期第6次
第09屆 第01會期 第05次會議,常會,"105/03/18, 105/03/22",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/01/05/LCEWC03_090105.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/01/05/LCEWC03_090105.htm,,,,,,,,,9,1,,5,立法院第9屆第1會期第5次
第09屆 第01會期 第04次會議,常會,"105/03/11, 105/03/15",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/01/04/LCEWC03_090104.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/01/04/LCEWC03_090104.htm,,,,,,,,,9,1,,4,立法院第9屆第1會期第4次
第09屆 第01會期 第03次會議* ,常會,"105/03/04, 105/03/08",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/01/03/LCEWC03_090103.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/01/03/LCEWC03_090103.htm,,,,,,,,,9,1,,3,立法院第9屆第1會期第3次
第09屆 第01會期 第02次會議,常會,"105/02/26, 105/03/01",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/01/02/LCEWC03_090102.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/01/02/LCEWC03_090102.htm,,,,,,,,,9,1,,2,立法院第9屆第1會期第2次
第09屆 第01會期 第01次會議* ,常會,"105/02/19, 105/02/23",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/01/01/LCEWC03_090101.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/01/01/LCEWC03_090101.htm,,,,,,,,,9,1,,1,立法院第9屆第1會期第1次
第08屆 第08會期 第14次會議,常會,"104/12/16, 104/12/17, 104/12/18",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/08/14/LCEWC03_080814.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/08/14/LCEWC03_080814.htm,,,,,,,,,8,8,,14,立法院第8屆第8會期第14次
第08屆 第08會期 第13次會議* ,常會,"104/12/11, 104/12/14, 104/12/15",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/08/13/LCEWC03_080813.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/08/13/LCEWC03_080813.htm,,,,,,,,,8,8,,13,立法院第8屆第8會期第13次
第08屆 第08會期 第12次會議,常會,"104/12/04, 104/12/08",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/08/12/LCEWC03_080812.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/08/12/LCEWC03_080812.htm,,,,,,,,,8,8,,12,立法院第8屆第8會期第12次
第08屆 第08會期 第11次會議,常會,"104/11/27, 104/12/01",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/08/11/LCEWC03_080811.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/08/11/LCEWC03_080811.htm,,,,,,,,,8,8,,11,立法院第8屆第8會期第11次
第08屆 第08會期 第10次會議,常會,"104/11/20, 104/11/24",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/08/10/LCEWC03_080810.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/08/10/LCEWC03_080810.htm,,,,,,,,,8,8,,10,立法院第8屆第8會期第10次
第08屆 第08會期 第09次會議* ,常會,"104/11/13, 104/11/17",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/08/09/LCEWC03_080809.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/08/09/LCEWC03_080809.htm,,,,,,,,,8,8,,9,立法院第8屆第8會期第9次
第08屆 第08會期 第08次會議,常會,"104/11/06, 104/11/10",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/08/08/LCEWC03_080808.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/08/08/LCEWC03_080808.htm,,,,,,,,,8,8,,8,立法院第8屆第8會期第8次
第08屆 第08會期 第07次會議,常會,"104/10/30, 104/11/03",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/08/07/LCEWC03_080807.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/08/07/LCEWC03_080807.htm,,,,,,,,,8,8,,7,立法院第8屆第8會期第7次
第08屆 第08會期 第06次會議,常會,"104/10/23, 104/10/27",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/08/06/LCEWC03_080806.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/08/06/LCEWC03_080806.htm,,,,,,,,,8,8,,6,立法院第8屆第8會期第6次
第08屆 第08會期 第05次會議,常會,"104/10/16, 104/10/20",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/08/05/LCEWC03_080805.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/08/05/LCEWC03_080805.htm,,,,,,,,,8,8,,5,立法院第8屆第8會期第5次
第08屆 第08會期 第04次會議,常會,"104/10/02, 104/10/06, 104/10/13",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/08/04/LCEWC03_080804.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/08/04/LCEWC03_080804.htm,,,,,,,,,8,8,,4,立法院第8屆第8會期第4次
第08屆 第08會期 第03次會議,常會,104/09/25,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/08/03/LCEWC03_080803.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/08/03/LCEWC03_080803.htm,,,,,,,,,8,8,,3,立法院第8屆第8會期第3次
第08屆 第08會期 第02次會議* ,常會,"104/09/18, 104/09/21, 104/09/22",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/08/02/LCEWC03_080802.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/08/02/LCEWC03_080802.htm,,,,,,,,,8,8,,2,立法院第8屆第8會期第2次
第08屆 第08會期 第01次會議,常會,104/09/15,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/08/01/LCEWC03_080801.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/08/01/LCEWC03_080801.htm,,,,,,,,,8,8,,1,立法院第8屆第8會期第1次
第09屆 第02會期 第13次會議,常會,"105/12/02, 105/12/06",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/02/13/LCEWC03_090213.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/13/LCEWC03_090213.htm,,,,,,,,,9,2,,13,立法院第9屆第2會期第13次
第09屆 第02會期 第12次會議,常會,"105/11/25, 105/11/29",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/02/12/LCEWC03_090212.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/12/LCEWC03_090212.htm,,,,,,,,,9,2,,12,立法院第9屆第2會期第12次
第09屆 第02會期 第11次會議,常會,"105/11/18, 105/11/22",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/02/11/LCEWC03_090211.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/11/LCEWC03_090211.htm,,,,,,,,,9,2,,11,立法院第9屆第2會期第11次
第09屆 第02會期 第10次會議,常會,"105/11/11, 105/11/15",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/02/10/LCEWC03_090210.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/10/LCEWC03_090210.htm,,,,,,,,,9,2,,10,立法院第9屆第2會期第10次
第09屆 第02會期 第09次會議,常會,"105/11/04, 105/11/08",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/02/09/LCEWC03_090209.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/09/LCEWC03_090209.htm,,,,,,,,,9,2,,9,立法院第9屆第2會期第9次
第09屆 第02會期 第08次會議,常會,"105/10/28, 105/11/01",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/02/08/LCEWC03_090208.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/08/LCEWC03_090208.htm,,,,,,,,,9,2,,8,立法院第9屆第2會期第8次
第09屆 第02會期 第07次會議* ,常會,"105/10/21, 105/10/25",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/02/07/LCEWC03_090207.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/07/LCEWC03_090207.htm,,,,,,,,,9,2,,7,立法院第9屆第2會期第7次
第09屆 第02會期 第06次會議,常會,"105/10/14, 105/10/18",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/02/06/LCEWC03_090206.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/06/LCEWC03_090206.htm,,,,,,,,,9,2,,6,立法院第9屆第2會期第6次
第09屆 第02會期 第05次會議,常會,"105/10/07, 105/10/11",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/02/05/LCEWC03_090205.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/05/LCEWC03_090205.htm,,,,,,,,,9,2,,5,立法院第9屆第2會期第5次
第09屆 第02會期 第04次會議* ,常會,"105/09/30, 105/10/03, 105/10/04",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/09/02/04/LCEWC03_090204.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/09/02/04/LCEWC03_090204.htm,,,,,,,,,9,2,,4,立法院第9屆第2會期第4次
